0	1	105.72266119764811	38.84410394160082
1	4	105.725321649499	38.83062441590465
2	4	105.60731149999998	38.75313990000001
3	5	105.60988398118178	38.752534646615544
4	5	105.56392766699781	38.80536131634551
5	5	105.65609875025211	38.76370591376997
6	2	105.66864023645371	38.83633938072535
7	4	105.59008960421284	38.70372763995684
8	4	105.64757700000001	38.822372
9	2	105.67700419090977	38.83753560783191
10	5	105.63905122962461	38.688051738915675
11	2	105.56604689856567	38.79485735042854
12	3	105.721735545157	38.835588947109386
13	1	105.6298947279364	38.77503795149977
14	4	105.64561273653032	38.764695187663165
15	2	105.6383450141056	38.68264597233508
16	4	105.7098647646078	38.81302557237268
17	5	105.7256790133087	38.845024838372495
18	1	105.72489037376619	38.84133921185435
19	4	105.6528565212925	38.73641204364645
20	3	105.62140650915131	38.81743096748505
21	4	105.68670804839809	38.81225219304014
22	3	105.5409141362718	38.80312972226204
23	5	105.72491377044491	38.82968437164777
24	2	105.72404164847592	38.8412950613378
25	3	105.60532882180337	38.79016296420946
26	2	105.55855256638313	38.722261647232756
27	5	105.55377990495549	38.76304015475222
28	1	105.67212114805642	38.71485635399054
29	4	105.55317857788401	38.73938224954074
30	2	105.61602067349133	38.72485197734585
31	3	105.68046076315369	38.8696356951171
32	5	105.61571760942479	38.852292465505855
33	4	105.67804331831502	38.792910409157486
34	1	105.6757157218571	38.82885899349074
35	4	105.6250256927301	38.86893214184042
36	1	105.61148055411348	38.85897898514219
37	2	105.613469086196	38.82584546169855
38	5	105.6698111	38.76919620000001
39	1	105.726013778202	38.85453501705243
40	1	105.60599549335228	38.78949577759502
41	2	105.67269845337438	38.79248236426321
42	1	105.52564304041641	38.77465286003775
43	4	105.62285535222827	38.828362862905465
44	3	105.67701385853309	38.775130261992274
45	2	105.67330043390587	38.83841988824622
46	5	105.71157040591311	38.8677456575289
47	3	105.6576330880747	38.7111847883703
48	4	105.51523582139231	38.795673478549645
49	5	105.51881858317108	38.80048653463459
50	5	105.70520268917687	38.81066860696157
51	5	105.72043418029011	38.835534114604
52	1	105.62165723279429	38.709481628028925
53	5	105.62083865378662	38.82887680794889
